,report_id,date_time,police_beat,address_number_primary,address_pd_primary,address_road_primary,address_sfx_primary,address_pd_intersecting,address_name_intersecting,address_sfx_intersecting,violation_section,violation_type,charge_desc,injured,killed,hit_run_lvl,lat,lon
6041,176181,2017-08-05 15:26:00,614,5100, ,VOLTAIRE,STREET, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,,
6042,176078,2017-08-05 16:26:00,825,4800, ,CANTERBURY,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,,
6043,176094,2017-08-05 17:12:00,326,4700, ,COLLEGE,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,,
6044,176126,2017-08-05 17:44:00,124,7600, ,FAY,AVENUE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,,
6045,176093,2017-08-05 18:49:00,431,5900, ,OLD MEMORY,LANE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,,
6046,176176,2017-08-05 18:55:00,627,1200, ,UNIVERSITY,AVENUE, , , ,21456B,VC,PEDESTRIAN TRAFFIC 'WAIT' SIGN,1,0,,,
6047,176338,2017-08-05 19:20:00,824,4700, ,49TH,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,,
6048,176111,2017-08-05 19:26:00,122,1800, ,GARNET,AVENUE, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,,,
6049,176061,2017-08-05 19:48:00,434,8400, ,ENCINITAS,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,,
6050,176730,2017-08-05 20:37:00,621,1800, ,DAVID,STREET, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR,,
6051,176198,2017-08-05 20:55:00,615,1100, ,ROSECRANS,STREET, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,,,
6052,176175,2017-08-05 21:21:00,611,4700, ,NORTH HARBOR,DRIVE, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,2,0,,,
6053,176152,2017-08-05 22:21:00,122,4400, ,MISSION,BOULEVARD, , , ,21954A,VC,PEDESTRIANS OUTSIDE CROSSWALKS,1,0,,,
6054,176223,2017-08-05 22:52:00,721,1800, ,PALM,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,,
6055,176132,2017-08-05 23:30:00,434,6900, ,LISBON,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,,
6056,176478,2017-08-05 23:30:00,433,1500, ,PLOVER,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,,,
6057,176346,2017-08-05 23:36:00,822,6000, ,MALCOLM,DRIVE, , , ,21658A,VC,LANED ROADWAYS - STRADDLING OR UNSAFE CHANGING,0,0,,,
6058,176359,2017-08-05 23:55:00,122,1500, ,GARNET,AVENUE, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,,,
6059,176166,2017-08-06 00:01:00,627,200, ,DICKINSON,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,,
6060,176145,2017-08-06 00:48:00,242,10200, ,BLACK MTN,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,,
6061,176112,2017-08-06 01:58:00,124,1300, ,TORREY PINES,ROAD, , , ,21453C,VC,RED ARROWDO NOT ENTER INTERSECTION,2,0,,,
6062,176421,2017-08-06 02:15:00,447,1700, ,EUCLID,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,,
6063,176065,2017-08-06 03:40:00,813,3700, ,BOUNDARY,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,,
6064,176420,2017-08-06 05:15:00,825,5500, ,FAIRMOUNT,AVENUE, , , ,21950B,VC,PEDESTRIAN NOT TO SUDDENLY ENTER PATH ETC,2,0,,,
6065,176118,2017-08-06 06:27:00,839,3800, ,WILSON,AVENUE, , , ,21650,VC,FAILURE TO DRIVE ON RIGHT SIDE OF ROADWAY,0,0,,,
6066,176106,2017-08-06 09:06:00,931,0, ,SORRENTO VALLEY,ROAD, ,SORRENTO VALLEY,ROAD,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,,,
6067,176312,2017-08-06 09:25:00,242,9500, ,MIRA MESA,BOULEVARD, , , ,21453C,VC,RED ARROWDO NOT ENTER INTERSECTION,2,0,,,
6068,176113,2017-08-06 09:32:00,123,2900, ,INGRAHAM,STREET, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,2,0,,,
6069,176129,2017-08-06 10:30:00,625,3900, ,TWIGGS,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,,
6070,176379,2017-08-06 11:00:00,315,5600, ,MISSION CENTER,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,,
6071,176521,2017-08-06 12:25:00,451,3400, ,COLLEGE,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,,
6072,176242,2017-08-06 13:37:00,446,4900, ,SOLOLA,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,,
6073,176050,2017-08-06 14:35:00,122,0, ,EVERTS,STREET, ,GARNET,AVENUE,21703,VC,FOLLOWING TOO CLOSELY,0,0,MISDEMEANOR,,
6074,176382,2017-08-06 15:24:00,531,2900, ,ZOO,DRIVE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,,
6075,181431,2017-08-06 15:47:00,614,0, ,CABLE,STREET, ,LONG BRANCH,AVENUE,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,,
6076,176330,2017-08-06 16:00:00,451,2800, ,54TH,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,,
6077,176170,2017-08-06 16:35:00,322,5200, ,WARING,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,3,0,,,
6078,176185,2017-08-06 17:40:00,527,2000, ,KETTNER,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,,
6079,176067,2017-08-06 17:43:00,838,4100, ,40TH,STREET, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,,
6080,176736,2017-08-06 17:55:00,813,2400, ,MEADE,AVENUE, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,4,0,,,
6081,176192,2017-08-06 18:00:00,314,2000, ,GENESEE,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,,
6082,176162,2017-08-06 18:12:00,614,1500, ,SUNSET CLIFFS,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,,
6083,176160,2017-08-06 19:05:00,122,900, ,GARNET,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,,
6084,176095,2017-08-06 19:12:00,311,0, ,AERO,DRIVE, ,RUFFIN,ROAD,21453A,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,2,0,,,
6085,176081,2017-08-06 20:30:00,835,2400, ,FAIRMOUNT,AVENUE, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,,,
6086,176121,2017-08-06 21:12:00,813,3000, ,MEADE,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,2,0,MISDEMEANOR,,
6087,176108,2017-08-06 21:40:00,934,0, ,CARMEL VALLEY,ROAD, ,DEL MAR HEIGHTS,ROAD,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,3,0,,,
6088,176141,2017-08-06 22:17:00,246,11300, ,WILLS CREEK,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,,
6089,176219,2017-08-06 23:31:00,511,1800, ,HARBOR,DRIVE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,,,
6090,176167,2017-08-07 00:01:00,233,11100, ,ALMAZON,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,,
6091,176127,2017-08-07 00:01:00,111,6300, ,MT ADA,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,,
6092,176191,2017-08-07 00:34:00,622,1000, ,BUENOS,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,,
6093,176049,2017-08-07 02:15:00,122,1000, ,BERYL,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,,
6094,176157,2017-08-07 12:20:00,321,10400, ,FRIARS,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,,
6095,176178,2017-08-07 15:54:00,323,5800, ,MADRA,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,,,
6096,176122,2017-08-07 16:19:00,529,100, ,LAUREL,STREET, , , ,21453C,VC,RED ARROWDO NOT ENTER INTERSECTION,0,0,MISDEMEANOR,,
6097,176209,2017-08-07 16:50:00,935,3900, ,VIA DE LA VALLE, , , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,3,0,,,
6098,176220,2017-08-07 16:50:00,935,3900, ,VIA DE LA VALLE, , , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,,,
6099,176153,2017-08-07 17:26:00,823,6100, ,STREAMVIEW,DRIVE, , , ,21650,VC,FAILURE TO DRIVE ON RIGHT SIDE OF ROADWAY,1,0,,,
6100,176362,2017-08-07 17:36:00,524,700, ,C,STREET, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,,,
6101,176174,2017-08-07 17:56:00,612,0, ,ALCOTT,STREET, ,CHATSWORTH,BOULEVARD,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,,
6102,176134,2017-08-07 21:10:00,824,5300, ,EL CAJON,BOULEVARD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR,,
6103,176168,2017-08-07 21:21:00,611,2500, ,MIDWAY,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,,
6104,177380,2017-08-07 22:00:00,122,1300, ,LA PALMA,STREET, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,,,
6105,176172,2017-08-07 23:07:00,626,3500, ,INDIA,STREET, , , ,21461A,VC,FAIL TO OBEY TRAFFIC CONTROL DEVICE,1,0,,,
6106,176374,2017-08-08 01:40:00,431,5900, ,CHAUMONT,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,,
6107,176244,2017-08-08 11:20:00,721,1800, ,PALM,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,,
6108,176508,2017-08-08 11:30:00,622,5900, ,LINDA VISTA,ROAD, , , ,20002(A),VC,HIT AND RUN,0,0,,,
6109,176569,2017-08-08 11:30:00,313,8300, ,CLAIREMONT MESA,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,,
6110,176296,2017-08-08 11:45:00,934,3500, ,DEL MAR HEIGHTS,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,,
6111,176155,2017-08-08 12:00:00,313,5000, ,RUFFIN,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,MISDEMEANOR,,
6112,176325,2017-08-08 12:59:00,122,4300, ,INGRAHAM,STREET, , , ,21802A,VC,ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE,2,0,,,
6113,176637,2017-08-08 13:00:00,522,600, ,03RD,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,MISDEMEANOR,,
6114,176196,2017-08-08 13:45:00,315,7400, ,MISSION VALLEY,ROAD, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,,
6115,176231,2017-08-08 13:45:00,241,0, ,RED CEDAR,DRIVE, ,RED CEDAR,DRIVE,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,,,
6116,176429,2017-08-08 13:53:00,824,4900, ,EL CAJON,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,,
6117,176268,2017-08-08 14:00:00,826,5300, ,UNIVERSITY,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,2,0,,,
6118,176207,2017-08-08 15:15:00,242,8400, ,CAPRICORN,WAY, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,,
6119,176200,2017-08-08 15:33:00,723,700, ,BEYER,WAY, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,2,0,,,
6120,176699,2017-08-08 16:00:00,627,100,W,WASHINGTON,STREET, , , ,21703,VC,FOLLOWING TOO CLOSELY,2,0,MISDEMEANOR,,
6121,176348,2017-08-08 16:51:00,524,0,W,ASH,STREET, ,FRONT,STREET,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,,
6122,176195,2017-08-08 17:00:00,234,16900, ,WEST BERNARDO,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,,
6123,176173,2017-08-08 17:10:00,514,1800, ,MARKET,STREET, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,2,0,,,
6124,176316,2017-08-08 17:26:00,242,10800, ,BLACK MTN,ROAD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,2,0,,,
6125,176210,2017-08-08 18:06:00,115,6400, ,GENESEE,AVENUE, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,,,
6126,176171,2017-08-08 18:10:00,834,3800, ,FAIRMOUNT,AVENUE, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,,,
6127,176318,2017-08-08 19:52:00,611,3500, ,SPORTS ARENA,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,,
6128,176589,2017-08-08 20:00:00,122,4500, ,HAINES,STREET, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,,
6129,176205,2017-08-08 21:50:00,122,0, ,OLIVER,AVENUE, ,OLNEY,STREET,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,,
6130,176328,2017-08-08 21:57:00,441,0, ,IMPERIAL,AVENUE, , MARKETPLACE AV, ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,,,
6131,176333,2017-08-08 22:10:00,112,3700, ,MT EVEREST,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,,
6132,176729,2017-08-09 00:01:00,243,0, ,ACTIVITY,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,,
6133,176250,2017-08-09 00:01:00,934,4200, ,CALLE MEJILLONES, , , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,,
6134,177605,2017-08-09 00:01:00,931,5200, ,EASTGATE,MALL, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,,
6135,176169,2017-08-09 00:21:00,325,6800, ,GOLFCREST,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,,
6136,176280,2017-08-09 05:44:00,447,1500, ,EUCLID,AVENUE, , , ,21755,VC,PASS ON THE RIGHT SAFELY,0,0,,,
6137,176529,2017-08-09 06:28:00,122,0, ,GRESHAM,STREET, ,LAW,STREET,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,3,0,,,
6138,176263,2017-08-09 07:37:00,813,3000, ,LINCOLN,AVENUE, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,0,0,,,
6139,176568,2017-08-09 08:11:00,114,5400, ,CLAIREMONT MESA,BOULEVARD, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,,,
6140,176214,2017-08-09 08:49:00,614,0, ,SUNSET CLIFFS,BOULEVARD, ,WEST POINT LOMA,BOULEVARD,21703,VC,FOLLOWING TOO CLOSELY,1,0,,,
6141,176344,2017-08-09 09:17:00,241,12300, ,FRONSAC,STREET, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,,,
6142,176387,2017-08-09 10:00:00,611,3300, ,BARNETT,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,,
6143,176376,2017-08-09 12:35:00,832,4300, ,ORANGE,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,MISDEMEANOR,,
6144,176270,2017-08-09 13:14:00,826,4300, ,ESTRELLA,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,,
6145,176193,2017-08-09 13:39:00,613,4000, ,UDALL,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,,
6146,176269,2017-08-09 14:32:00,825,4000, ,ADAMS,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,,
6147,176183,2017-08-09 15:31:00,712,1100,W,SAN YSIDRO,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,,
6148,176201,2017-08-09 16:02:00,441,4400, ,LOGAN,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,,
6149,177110,2017-08-09 16:50:00,313,4400, ,CONVOY,STREET, , , ,23152A,VC,DUI ALCOHOL,0,0,,,
6150,176203,2017-08-09 18:15:00,313,7300, ,RONSON,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,,
6151,176215,2017-08-09 18:23:00,611,3500, ,SPORTS ARENA,BOULEVARD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,3,0,,,
6152,176184,2017-08-09 19:36:00,721,1800, ,DONAX,AVENUE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,,
6153,176202,2017-08-09 19:50:00,315,9400, ,FRIARS,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,,
6154,176375,2017-08-09 20:29:00,446,4900, ,IMPERIAL,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,,
6155,176417,2017-08-09 21:07:00,531,1700, ,PERSHING,DRIVE, , , ,21650.1,VC,BICYCLE DRIVING ON WRONG SIDE OF ROAD,1,0,,,
6156,177232,2017-08-09 21:08:00,313,4900, ,ARIVA,WAY, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,2,0,,,
6157,176365,2017-08-09 21:35:00,321,5700, ,FAIRMOUNT,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,,
6158,176295,2017-08-09 22:00:00,242,10700, ,WESTVIEW,PARKWAY, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,,
6159,176187,2017-08-09 23:01:00,121,0, ,MARINERS,WAY, ,WEST MISSION BAY,DRIVE,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR,,
6160,176410,2017-08-10 00:01:00,521,10, ,14TH,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,,
6161,176369,2017-08-10 00:01:00,242,8600, ,COVINA,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,,
6162,176225,2017-08-10 00:01:00,313,8700, ,SPECTRUM CENTER,BOULEVARD, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,,
6163,176218,2017-08-10 02:15:00,628,3700, ,PIONEER,PLACE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,,
6164,176194,2017-08-10 02:15:00,627,3700, ,DOVE,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,,
6165,176217,2017-08-10 02:20:00,627,0, ,WASHINGTON,STREET, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,,,
6166,176204,2017-08-10 04:30:00,313,5500, ,COPLEY,DRIVE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,,
6167,176245,2017-08-10 05:45:00,723,3000, ,VILLAGE PINE,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,,
6168,176544,2017-08-10 07:05:00,528,0, ,KETTNER,BOULEVARD, ,W HAWTHORN ST ,STREET,22100B,VC,LEFT TURNS AT INTERSECTIONS,2,0,,,
6169,176276,2017-08-10 08:15:00,936,13000, ,CAM DEL SUR, , , , ,21456B,VC,PEDESTRIAN TRAFFIC 'WAIT' SIGN,1,0,,,
6170,176558,2017-08-10 09:27:00,611,3100, ,PACIFIC,HIGHWAY, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,,,
6171,176298,2017-08-10 09:30:00,233,10500, ,CAMTO RIMINI, , , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,,
6172,176227,2017-08-10 09:30:00,521,1700, ,F,STREET, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,,,
6173,176254,2017-08-10 09:45:00,721,1800, ,PALM,AVENUE, , , ,20002(A),VC,HIT AND RUN,0,0,MISDEMEANOR,,
6174,176228,2017-08-10 09:51:00,524,1300, ,06TH,AVENUE, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,,,
6175,176357,2017-08-10 10:46:00,441,3500, ,OCEAN VIEW,BOULEVARD, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,1,0,,,
6176,176267,2017-08-10 11:00:00,837,4200, ,HOME,AVENUE, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,,,
6177,176234,2017-08-10 12:45:00,115,10100, ,CAMPUS POINT,DRIVE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,MISDEMEANOR,,
6178,176534,2017-08-10 14:14:00,116,0, ,MORENA,BOULEVARD, , WEST MORENA BL,BOULEVARD,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,,,
6179,176360,2017-08-10 14:24:00,445,4500, ,HILLTOP,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,,
6180,176368,2017-08-10 14:32:00,315,1000, ,CAM DEL RIO NORTH, , , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,,
6181,176391,2017-08-10 14:45:00,122,4400, ,MISSION,BOULEVARD, , , ,23123.5(A),VC,TEXT MESSAGING WHILE DRIVING,1,0,,,
6182,176439,2017-08-10 15:30:00,611,3300, ,ROSECRANS,STREET, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,MISDEMEANOR,,
6183,177694,2017-08-10 17:20:00,935,2600, ,VIA DE LA VALLE, , , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR,,
6184,176326,2017-08-10 18:01:00,824,4300, ,MONTEZUMA,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,,
6185,176271,2017-08-10 18:30:00,841,6600, ,COLLEGE GROVE,DRIVE, , , ,21651B,VC,DRIVE THE WRONG WAY ON A DIVIDED HIGHWAY,1,0,,,
6186,176224,2017-08-10 20:11:00,122,4500, ,MISSION BAY,DRIVE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,,
6187,176475,2017-08-10 21:30:00,246,10900, ,SCRIPPS POWAY,PARKWAY, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,,
6188,176385,2017-08-11 00:01:00,623,7000, ,FRIARS,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,,
6189,176335,2017-08-11 00:01:00,242,9400, ,COMPASS POINT S,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,,
6190,176241,2017-08-11 06:00:00,122,4500, ,MISSION BAY,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,,
