,report_id,date_time,police_beat,address_number_primary,address_pd_primary,address_road_primary,address_sfx_primary,address_pd_intersecting,address_name_intersecting,address_sfx_intersecting,violation_section,violation_type,charge_desc,injured,killed,hit_run_lvl,lat,lon
0,170082,2017-01-01 00:01:00,935,5500, ,VALERIO,TRAIL, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.962449400000004,-117.2014782
1,170101,2017-01-01 00:01:00,322,6400, ,CRAWFORD,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.7898003,-117.0938746
2,170166,2017-01-01 00:01:00,124,8300, ,CAM DEL ORO, , , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.8568988,-117.2568618
3,170218,2017-01-01 00:01:00,325,8100, ,ROYAL GORGE,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.8147757,-117.0512292
4,170097,2017-01-01 01:00:00,521,1000, ,11TH,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.7157761,-117.15471770000002
5,170220,2017-01-01 01:00:00,524,1000, ,A,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.718876300000005,-117.155663
6,170153,2017-01-01 01:18:00,437,2600, ,RAMFOS,PLACE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,32.679995299999995,-117.04250259999998
7,170035,2017-01-01 01:53:00,935,3900, ,DE LA VALLE, , , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.9832079,-117.2267559
8,170044,2017-01-01 01:58:00,115,9100, ,SYDNEY,COURT, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.8729365,-117.2021869
9,170042,2017-01-01 02:00:00,122,1600, ,HORNBLEND,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.798875,-117.240545
10,170041,2017-01-01 02:00:00,122,900, ,EMERALD,STREET, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR,32.7988409,-117.2542045
11,170139,2017-01-01 02:03:00,434,0, ,IMPERIAL,AVENUE, , VIEWCREST DR,DRIVE,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,32.7041969,-117.09828290000002
12,170090,2017-01-01 04:10:00,813,2900, ,LAUREL,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.731826,-117.1315594
13,170073,2017-01-01 04:43:00,242,10000, ,BLACK MTN,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,32.9011578,-117.1239432
14,170217,2017-01-01 05:26:00,823,5800, ,UNIVERSITY,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.7492955,-117.0729412
15,170074,2017-01-01 06:56:00,243,6900, ,MIRAMAR,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,32.8786463,-117.1680155
16,170118,2017-01-01 11:25:00,123,2500, ,INGRAHAM,STREET, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,32.765978999999994,-117.2333201
17,170067,2017-01-01 11:37:00,123,2400,W,MISSION BAY,DRIVE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,32.7596683,-117.2272997
18,170316,2017-01-01 12:30:00,813,2800, ,EL CAJON,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.7557356,-117.1337374
19,170045,2017-01-01 13:00:00,111,3200, ,ASHFORD,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.8019562,-117.1594273
20,170068,2017-01-01 13:03:00,122,1100, ,GARNET,AVENUE, , , ,22517,VC,OPENING AND CLOSING DOORS,1,0,,32.7977588,-117.2500049
21,170251,2017-01-01 13:16:00,832,4300, ,EL CAJON,BOULEVARD, , , ,22450(A),VC,STOP REQUIREMENTS STATE STOP LINE,1,0,,32.7554072,-117.1011965
22,170096,2017-01-01 15:30:00,512,2800, ,IMPERIAL,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,FELONY,32.7066021,-117.1338419
23,170078,2017-01-01 15:30:00,315,5100, ,MISSION CENTER,ROAD, , , ,21461A,VC,FAIL TO OBEY TRAFFIC CONTROL DEVICE,1,0,,32.7682106,-117.1539886
24,170051,2017-01-01 16:40:00,321,10400, ,SAN DIEGO MISSION,ROAD, , , ,21703,VC,FOLLOWING TOO CLOSELY,0,0,MISDEMEANOR,32.7857348,-117.1111312
25,170257,2017-01-01 18:07:00,611,3700, ,SPORTS ARENA,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,4,0,,32.7549845,-117.2148017
26,170278,2017-01-01 19:30:00,627,100, ,WASHINGTON,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,32.7499659,-117.1639106
27,170146,2017-01-01 19:45:00,822,5800, ,EL CAJON,BOULEVARD, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,2,0,,32.758807,-117.07263229999998
28,170127,2017-01-01 20:36:00,524,700, ,08TH,AVENUE, , , ,21950B,VC,PEDESTRIAN NOT TO SUDDENLY ENTER PATH ETC,1,0,,32.715738,-117.1610838
29,170122,2017-01-01 22:15:00,841,3400, ,COLLEGE,AVENUE, , , ,21804,VC,ENTERING HWY FROM PRIVATE ROAD OR DRIVEWAY,3,0,,32.7422586,-117.0516876
30,170158,2017-01-02 00:01:00,837,1700, ,39TH,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.7231467,-117.1093207
31,170149,2017-01-02 04:50:00,323,5600, ,COLLEGE,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,32.780685600000005,-117.0652722
32,170049,2017-01-02 04:52:00,621,6600, ,OSLER,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.7922271,-117.1755248
33,170036,2017-01-02 07:00:00,541,100, ,PARK,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.7070337,-117.1557395
34,170105,2017-01-02 08:14:00,451,3100, ,55TH,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.7390775,-117.07679640000002
35,170098,2017-01-02 08:20:00,712,100, ,CENTER,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.737498800000004,-117.1494423
36,170261,2017-01-02 11:10:00,231,8500, ,TED WILLIAMS,PARKWAY, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,32.964879700000004,-117.0939673
37,170046,2017-01-02 14:10:00,627,500, ,ROBINSON,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.7471822,-117.1598147
38,170129,2017-01-02 14:10:00,722,1900, ,PALM,AVENUE, , , ,21703,VC,FOLLOWING TOO CLOSELY,3,0,,32.5839055,-117.0912115
39,170057,2017-01-02 14:25:00,232,11900, ,CONFERENCE,WAY, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,MISDEMEANOR,32.9859126,-117.0781533
40,170077,2017-01-02 15:00:00,242,9200, ,HILLERY,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,32.913093100000005,-117.1269957
41,170135,2017-01-02 15:41:00,327,6500, ,MONTEZUMA,ROAD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,,32.7693788,-117.0583568
42,170162,2017-01-02 16:00:00,115,5200, ,GENESEE,COVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.8565078,-117.2049187
43,171537,2017-01-02 18:25:00,242,7700, ,MIRA MESA,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,1,,32.90981,-117.1586794
44,170333,2017-01-02 18:26:00,242,9900, ,MERCY,ROAD, , , ,21453C,VC,RED ARROWDO NOT ENTER INTERSECTION,1,0,,32.9348782,-117.117712
45,170271,2017-01-02 18:45:00,621,6900, ,LINDA VISTA,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR,32.7835407,-117.1717605
46,170232,2017-01-02 18:45:00,234,11600, ,RANCHO BERNARDO,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,33.0238871,-117.0820511
47,170108,2017-01-03 00:01:00,937,17900, ,SAN DIEGUITO,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR,33.0041419,-117.163275
48,170103,2017-01-03 00:01:00,115,9100, ,TOWNE CENTRE,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.869934,-117.207082
49,170112,2017-01-03 00:02:00,838,3300, ,LINCOLN,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,MISDEMEANOR,32.750374900000004,-117.1225614
50,170092,2017-01-03 00:02:00,813,2900, ,LINCOLN,AVENUE, , , ,21703,VC,FOLLOWING TOO CLOSELY,0,0,MISDEMEANOR,32.7503326,-117.1313994
51,170079,2017-01-03 03:20:00,327,6900, ,ALVARADO,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,32.775904,-117.0508052
52,170047,2017-01-03 04:30:00,242,10200, ,BLACK MTN,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.9027456,-117.1241047
53,170439,2017-01-03 07:35:00,111,0, ,BALBOA,AVENUE, ,MT ABERNATHY,AVENUE,21755,VC,PASS ON THE RIGHT SAFELY,0,0,,32.8212692,-117.1599797
54,170131,2017-01-03 09:00:00,315,2200, ,RIVER RUN,DRIVE, , , ,21804,VC,ENTERING HWY FROM PRIVATE ROAD OR DRIVEWAY,1,0,,32.779124100000004,-117.1341372
55,170130,2017-01-03 09:26:00,313,7300, ,CLAIREMONT MESA,BOULEVARD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,2,0,,32.8333842,-117.1612834
56,170134,2017-01-03 10:30:00,934,3400, ,DEL MAR HEIGHTS,ROAD, , , ,21954A,VC,PEDESTRIANS OUTSIDE CROSSWALKS,1,0,,32.95393749999999,-117.2339731
57,170110,2017-01-03 11:39:00,515,2700, ,K,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.7084609,-117.1359841
58,170178,2017-01-03 12:30:00,934,3800, ,VALLEY CENTRE,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.937789,-117.2333244
59,170102,2017-01-03 13:40:00,243,8900, ,ACTIVITY,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.895815,-117.1348952
60,170225,2017-01-03 13:49:00,315,8500, ,RIO SAN DIEGO,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.7748793,-117.1450898
61,171061,2017-01-03 14:15:00,725,0, ,OCEAN VIEW, , ,SEA FIRE,POINT,22450(A),VC,STOP REQUIREMENTS STATE STOP LINE,1,0,,32.746811300000005,-117.25338
62,171777,2017-01-03 14:30:00,432,200, ,SAN JACINTO,DRIVE, , , ,22655A,VC,IMPOUND VEHICLE FOR HIT AND RUN INVESTIGATION,0,0,MISDEMEANOR,32.7057029,-117.0828756
63,170141,2017-01-03 14:43:00,326,5500, ,MONTEZUMA,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,32.7707625,-117.0759513
64,170165,2017-01-03 17:00:00,515,2600, ,MARKET,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.7116027,-117.1381332
65,170189,2017-01-03 17:00:00,243,8600, ,MIRAMAR,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,3,0,,32.8920832,-117.1387936
66,170100,2017-01-03 17:15:00,321,5800, ,FAIRMOUNT,AVENUE, , , ,21755,VC,PASS ON THE RIGHT SAFELY,0,0,MISDEMEANOR,32.781298699999994,-117.1013513
67,170188,2017-01-03 18:42:00,242,0, ,KIKA,COURT, ,MERCY,ROAD,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,,32.9399704,-117.1130844
68,170177,2017-01-03 19:39:00,624,1900, ,MADISON,AVENUE, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,MISDEMEANOR,32.7609772,-117.1450328
69,170341,2017-01-03 19:40:00,122,1600, ,GARNET,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.7998425,-117.2407445
70,170194,2017-01-03 21:34:00,522,100, ,MARKET,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,32.7115284,-117.1637744
71,170107,2017-01-03 22:36:00,516,500, ,33RD,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.7111506,-117.1224127
72,170167,2017-01-04 00:01:00,441,3900, ,HEMLOCK,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.6995969,-117.1103685
73,170155,2017-01-04 02:37:00,723,1200, ,PICCARD,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR,32.5748778,-117.0498674
74,170192,2017-01-04 06:45:00,242,8000, ,PORT ROYALE,DRIVE, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,,32.903915399999995,-117.15137
75,170173,2017-01-04 08:04:00,437,7300, ,PARADISE VALLEY,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,2,0,,32.6917876,-117.0365544
76,170542,2017-01-04 08:07:00,122,1700, ,GARNET,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,,32.800201,-117.238991
77,170161,2017-01-04 08:09:00,622,1300, ,MORENA,BOULEVARD, , , ,21703,VC,FOLLOWING TOO CLOSELY,0,0,MISDEMEANOR,32.7718928,-117.2023604
78,170383,2017-01-04 09:00:00,813,3900, ,30TH,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.7483872,-117.13032959999998
79,170970,2017-01-04 09:02:00,627,3900, ,05TH,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.7484962,-117.1607941
80,170280,2017-01-04 10:30:00,528,500,W,GRAPE,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.7259718,-117.1671658
81,170171,2017-01-04 10:50:00,821,0, ,70TH,STREET, ,MOHAWK,STREET,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,2,0,,32.763516,-117.0467983
82,170164,2017-01-04 13:20:00,841,3400, ,COLLEGE,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.7422586,-117.0516876
83,170373,2017-01-04 14:14:00,621,7100, ,FULTON,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,32.7901097,-117.16779270000002
84,170195,2017-01-04 15:30:00,315,1400, ,CAM DE LA REINA, , , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,,32.768885600000004,-117.1525551
85,170191,2017-01-04 15:30:00,234,11500, ,RANCHO BERNARDO,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,33.0245565,-117.084149
86,170230,2017-01-04 15:45:00,232,12000, ,WORLD TRADE,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.9805938,-117.0753538
87,170491,2017-01-04 16:20:00,821,4700, ,ROLANDO,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,32.7633696,-117.0564988
88,170172,2017-01-04 17:10:00,311,3500, ,RUFFIN,ROAD, , , ,21802A,VC,ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE,1,0,,32.8092919,-117.1191955
89,170200,2017-01-04 17:15:00,122,1300, ,MISSOURI,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.8023077,-117.2474732
90,170371,2017-01-04 17:20:00,124,500, ,PALOMAR,AVENUE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,,32.8271657,-117.2750063
91,170243,2017-01-04 17:30:00,124,2500, ,TORREY PINES,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,32.851449,-117.24967209999998
92,170264,2017-01-04 17:31:00,931,10700, ,VISTA SORRENTO,PARKWAY, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,2,0,,32.9005151,-117.2193912
93,170190,2017-01-04 18:28:00,231,0, , I-15 NB, , ,POWAY,ROAD,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,32.708383399999995,-117.1201054
94,170455,2017-01-04 20:00:00,821,6700, ,EL CAJON,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.7685881,-117.0536315
95,170235,2017-01-04 20:53:00,833,0, ,CHAMOUNE,AVENUE, ,WIGHTMAN,STREET,22450(A),VC,STOP REQUIREMENTS STATE STOP LINE,1,0,MISDEMEANOR,32.7462693,-117.0966227
96,170213,2017-01-04 20:54:00,828,4800, ,CASTLE,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR,32.745175800000005,-117.0913782
97,170254,2017-01-04 20:57:00,311,3100, ,MISSION VILLAGE,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,32.8001652,-117.1272525
98,170159,2017-01-04 20:58:00,839,0, ,WIGHTMAN,STREET, ,WILSON,AVENUE,22450(A),VC,STOP REQUIREMENTS STATE STOP LINE,0,0,MISDEMEANOR,32.7477473,-117.0999812
99,170300,2017-01-04 22:07:00,437,2100, ,ALTA VIEW,DRIVE, , , ,21651B,VC,DRIVE THE WRONG WAY ON A DIVIDED HIGHWAY,0,0,MISDEMEANOR,32.683056,-117.049454
100,170346,2017-01-05 00:01:00,116,2900, ,LLOYD,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.793434600000005,-117.2054132
101,170666,2017-01-05 03:11:00,626,3500, ,INDIA,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,32.738989000000004,-117.1774564
102,170299,2017-01-05 07:30:00,437,6900, ,PARADISE VALLEY,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,32.689186199999995,-117.0459321
103,170458,2017-01-05 07:50:00,511,2800, ,MAIN,STREET, , , ,21658A,VC,LANED ROADWAYS - STRADDLING OR UNSAFE CHANGING,0,0,MISDEMEANOR,32.6928022,-117.13365690000002
104,180393,2017-01-05 08:30:00,931,3800, ,SORRENTO VALLEY,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,,32.9013287,-117.2231644
105,170360,2017-01-05 08:48:00,241,7400, ,MIRAMAR, , , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,2,0,,32.884189500000005,-117.1542978
106,171172,2017-01-05 09:00:00,233,14100, ,CUCA,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.9698783,-117.0954758
107,170196,2017-01-05 09:38:00,524,100, ,ASH,STREET, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,,32.7198842,-117.1638408
108,170541,2017-01-05 09:55:00,516,500, ,32ND,STREET, , , ,21460A,VC,DRIVING TO LEFT OF DOUBLE SOLID LINES,0,0,,32.7106188,-117.1252485
109,170187,2017-01-05 10:43:00,241,9900, ,AVIARY,DRIVE, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,2,0,,32.902543699999995,-117.1011663
110,180418,2017-01-05 10:46:00,114,4800, ,CLAIREMONT,DRIVE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,1,0,,32.832047100000004,-117.205429
111,170350,2017-01-05 11:00:00,241,9800, ,MIRA MESA,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.9173065,-117.1173768
112,170335,2017-01-05 11:00:00,627,3900, ,09TH,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,2,0,,32.7495672,-117.1928217
113,170284,2017-01-05 11:20:00,232,11500, ,CARMEL MTN,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,32.9791096,-117.0835457
114,170233,2017-01-05 11:27:00,934,5700, ,CARMEL VALLEY,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR,32.9561394,-117.1945573
115,170193,2017-01-05 12:30:00,315,2000, ,CAM DEL RIO, , , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,2,0,,32.7684067,-117.1429359
116,170184,2017-01-05 12:55:00,614,2300, ,EBERS,STREET, , , ,21802A,VC,ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE,1,0,,32.750062,-117.24036940000002
117,170259,2017-01-05 13:25:00,241,8400, ,KEARNY VILLA,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,32.8645956,-117.1166294
118,170258,2017-01-05 14:19:00,627,1200, ,UNIVERSITY,AVENUE, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,,32.7486488,-117.1533717
119,170315,2017-01-05 15:00:00,313,7800, ,OTHELLO,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.817134,-117.1557958
120,170215,2017-01-05 15:35:00,826,4300, ,53RD,STREET, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR,32.7549246,-117.0813903
121,170186,2017-01-05 15:40:00,627,4200, ,BACHMAN,PLACE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,32.7538123,-117.1632162
122,170183,2017-01-05 18:49:00,512,2500, ,IMPERIAL,AVENUE, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,,32.7063407,-117.1402135
123,170438,2017-01-05 18:57:00,116,3400, ,BALBOA,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,32.808144,-117.2098557
124,170175,2017-01-05 19:07:00,517,2800, ,TREAT,STREET, , , ,22450,VC,STOP REQUIREMENTS,0,0,MISDEMEANOR,32.7143534,-117.1338205
125,170185,2017-01-05 19:59:00,614,1900, ,BACON,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,32.7470077,-117.2510052
126,170231,2017-01-05 20:30:00,231,12300, ,CREEKVIEW,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.9442152,-117.0916865
127,170206,2017-01-05 20:52:00,712,100, ,PRIMERA, , , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,32.5508561,-117.0459933
128,170181,2017-01-05 22:28:00,123,1300, ,SEAWORLD, , , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,0,0,MISDEMEANOR,32.7647903,-117.22660829999998
129,170338,2017-01-06 00:01:00,934,11900, ,EL CAMINO REAL, , , , ,20002(A),VC,HIT AND RUN,0,0,MISDEMEANOR,32.9347159,-117.2371576
130,170408,2017-01-06 00:01:00,612,2800, ,CADIZ,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.7438219,-117.2094894
131,170343,2017-01-06 00:01:00,113,3300, ,CLAIREMONT MESA,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,,32.8298434,-117.2144539
132,170301,2017-01-06 01:46:00,441,600,S,36TH,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.6998563,-117.1167941
